Player,Score,Points,Rebounds,Steals,Assists,Turnovers,Blocks,Dates
nba-hassan-whiteside,37.2,16,11,3,0,2,2,2016-02-27
nba-hassan-whiteside,34.4,16,12,1,0,0,1,2016-02-28
nba-hassan-whiteside,51.5,25,15,3,1,3,2,2016-03-01
nba-hassan-whiteside,36.6,16,13,0,2,2,2,2016-03-03
nba-hassan-whiteside,26.7,5,11,0,1,3,5,2016-03-04
nba-hassan-whiteside,43.1,14,13,0,1,2,7,2016-03-06
nba-hassan-whiteside,34.8,11,9,0,2,2,6,2016-03-09
nba-hassan-whiteside,49.1,23,18,0,1,1,2,2016-03-11
nba-hassan-whiteside,40.0,10,10,0,0,2,10,2016-03-12
nba-hassan-whiteside,33.4,8,17,0,0,3,4,2016-03-14
nba-hassan-whiteside,44.1,20,13,1,1,3,4,2016-03-17
nba-hassan-whiteside,25.2,9,11,2,0,1,0,2016-03-19
nba-hassan-whiteside,33.2,13,11,1,0,1,3,2016-03-22
nba-hassan-whiteside,53.1,19,18,0,1,1,6,2016-03-23
nba-hassan-whiteside,36.7,11,11,1,1,1,5,2016-03-25
nba-hassan-whiteside,31.8,14,9,2,0,3,3,2016-03-28
nba-hassan-whiteside,24.2,14,6,0,0,1,2,2016-03-30
nba-hassan-whiteside,33.3,10,9,1,1,1,5,2016-04-01
nba-hassan-whiteside,44.8,23,14,0,0,3,4,2016-04-02
nba-hassan-whiteside,51.4,26,12,1,0,1,5,2016-04-05
nba-hassan-whiteside,22.0,10,10,0,0,0,0,2016-04-07
nba-hassan-whiteside,30.0,12,5,2,0,0,4,2016-04-08
nba-hassan-whiteside,40.0,18,15,1,0,2,2,2016-04-10
nba-hassan-whiteside,47.8,19,19,0,2,1,2,2016-04-12
nba-hassan-whiteside,27.7,10,11,1,1,5,3,2016-04-13
nba-hassan-whiteside,30.2,14,11,0,0,1,2,current
nba-goran-dragic,19.3,9,4,1,3,1,0,2015-10-28
nba-goran-dragic,21.1,9,3,2,5,3,0,2015-10-30
nba-goran-dragic,25.1,16,3,1,5,4,0,2015-11-01
nba-goran-dragic,8.4,5,2,0,2,2,0,2015-11-03
nba-goran-dragic,31.9,16,2,1,9,2,0,2015-11-05
nba-goran-dragic,17.2,16,1,1,0,4,1,2015-11-06
nba-goran-dragic,36.4,16,7,2,8,4,0,2015-11-08
nba-goran-dragic,6.9,2,2,0,3,2,0,2015-11-10
nba-goran-dragic,30.9,18,2,1,3,0,2,2015-11-12
nba-goran-dragic,27.9,18,2,1,5,2,0,2015-11-17
nba-goran-dragic,31.1,14,3,2,7,1,0,2015-11-19
nba-goran-dragic,46.4,24,7,0,8,0,1,2015-11-21
nba-goran-dragic,23.5,13,5,0,5,3,0,2015-11-23
nba-goran-dragic,27.4,17,2,0,8,4,0,2015-11-25
nba-goran-dragic,17.6,7,3,0,6,2,0,2015-11-27
nba-goran-dragic,36.0,22,5,0,8,4,0,2015-11-30
nba-goran-dragic,38.4,12,7,2,8,2,2,2015-12-03
nba-goran-dragic,19.0,13,0,0,4,2,1,2015-12-05
nba-goran-dragic,38.4,25,7,1,4,3,0,2015-12-07
nba-goran-dragic,37.1,21,8,1,5,3,0,2015-12-09
nba-goran-dragic,14.4,11,2,0,4,5,0,2015-12-11
nba-goran-dragic,17.3,9,4,1,3,3,0,2015-12-13
nba-goran-dragic,13.5,4,5,0,3,1,0,2015-12-14
nba-goran-dragic,27.9,18,2,1,5,2,0,2015-12-16
nba-goran-dragic,18.4,9,2,1,4,1,0,2015-12-18
nba-goran-dragic,21.2,8,1,0,6,1,2,2015-12-20
nba-goran-dragic,35.1,20,3,1,9,4,0,2015-12-25
nba-goran-dragic,37.0,22,0,4,8,5,0,2015-12-26
nba-goran-dragic,33.4,19,2,1,6,1,1,2015-12-28
nba-goran-dragic,35.5,15,5,1,11,4,0,2016-01-01
nba-goran-dragic,20.6,8,3,1,8,5,0,2016-01-03
nba-goran-dragic,20.0,13,5,0,4,5,0,2016-01-04
nba-goran-dragic,28.9,18,2,0,7,4,1,2016-01-06
nba-goran-dragic,24.4,12,2,1,8,4,0,2016-01-08
nba-goran-dragic,27.9,13,2,1,7,2,1,2016-01-09
nba-goran-dragic,22.6,18,3,0,2,2,0,2016-01-11
nba-goran-dragic,28.4,8,2,2,8,0,1,2016-01-20
nba-goran-dragic,11.9,10,2,0,1,2,0,2016-01-22
nba-goran-dragic,31.6,15,8,1,6,4,0,2016-01-25
nba-goran-dragic,37.1,23,8,0,5,3,0,2016-01-26
nba-goran-dragic,31.9,13,7,0,9,3,0,2016-01-29
nba-goran-dragic,39.3,18,4,1,11,2,0,2016-01-31
nba-goran-dragic,32.1,16,3,2,5,1,1,2016-02-02
nba-goran-dragic,19.4,6,7,1,4,3,0,2016-02-03
nba-goran-dragic,32.5,21,5,1,5,4,0,2016-02-05
nba-goran-dragic,42.0,17,5,4,10,4,0,2016-02-07
nba-goran-dragic,36.9,22,2,2,7,2,0,2016-02-09
nba-goran-dragic,34.3,13,9,3,5,3,0,2016-02-19
nba-goran-dragic,46.1,26,3,1,9,1,1,2016-02-20
nba-goran-dragic,28.1,11,3,2,9,4,0,2016-02-22
nba-goran-dragic,39.1,24,8,0,5,2,0,2016-02-27
nba-goran-dragic,37.4,16,12,1,4,3,1,2016-02-28
nba-goran-dragic,21.6,8,3,1,6,1,0,2016-03-01
nba-goran-dragic,24.4,11,2,0,8,1,0,2016-03-03
nba-goran-dragic,35.3,15,4,3,7,1,0,2016-03-04
nba-goran-dragic,39.3,17,4,1,11,1,0,2016-03-06
nba-goran-dragic,24.6,11,3,1,6,1,0,2016-03-09
nba-goran-dragic,21.3,7,4,0,7,1,0,2016-03-12
nba-goran-dragic,34.2,22,6,1,4,3,0,2016-03-14
nba-goran-dragic,17.9,15,2,1,1,3,0,2016-03-17
nba-goran-dragic,18.5,5,5,1,7,5,0,2016-03-19
nba-goran-dragic,21.6,10,3,0,6,1,0,2016-03-22
nba-goran-dragic,18.2,10,1,1,6,4,0,2016-03-23
nba-goran-dragic,19.2,9,1,0,6,0,0,2016-03-25
nba-goran-dragic,26.5,17,5,0,5,4,0,2016-03-30
nba-goran-dragic,25.8,14,4,0,6,2,0,2016-04-01
nba-goran-dragic,32.0,19,5,3,2,4,1,2016-04-02
nba-goran-dragic,9.2,4,1,2,4,6,0,2016-04-05
nba-goran-dragic,39.1,12,8,2,9,0,0,2016-04-07
nba-goran-dragic,23.6,14,3,2,4,4,0,2016-04-08
nba-goran-dragic,28.0,16,5,1,4,2,0,2016-04-10
nba-goran-dragic,26.6,13,3,1,6,3,1,2016-04-12
nba-goran-dragic,23.6,13,3,1,6,4,0,current
nba-ian-clark,-1.0,0,0,0,0,1,0,2015-10-31
nba-ian-clark,5.9,2,2,0,1,0,0,2015-11-02
nba-ian-clark,4.0,4,0,0,0,0,0,2015-11-04
nba-ian-clark,9.7,8,1,0,1,1,0,2015-11-06
nba-ian-clark,2.0,2,0,0,0,0,0,2015-11-11
nba-ian-clark,5.9,3,2,0,1,1,0,2015-11-12
nba-ian-clark,8.4,2,2,1,0,0,1,2015-11-14
nba-ian-clark,6.0,7,0,0,0,1,0,2015-11-17
nba-ian-clark,9.2,8,1,0,0,0,0,2015-11-19
nba-ian-clark,-0.8,0,1,0,0,2,0,2015-11-20
nba-ian-clark,4.7,0,1,0,1,0,1,2015-11-22
nba-ian-clark,10.0,6,0,1,2,1,0,2015-11-24
nba-ian-clark,2.0,2,0,0,0,0,0,2015-11-27
nba-ian-clark,4.2,0,1,0,2,0,0,2015-11-30
nba-ian-clark,8.2,4,1,0,2,0,0,2015-12-02
nba-ian-clark,1.0,0,0,0,0,1,1,2015-12-06
nba-ian-clark,1.5,0,0,0,1,0,0,2015-12-11
nba-ian-clark,-1.0,0,0,0,0,1,0,2015-12-12
nba-ian-clark,8.5,2,0,1,3,0,0,2015-12-16
nba-ian-clark,0.0,0,0,0,0,0,0,2015-12-18
nba-ian-clark,1.7,0,1,0,1,1,0,2015-12-25
nba-ian-clark,1.5,0,0,0,1,0,0,2015-12-28
nba-ian-clark,6.4,1,2,0,2,2,1,2015-12-30
nba-ian-clark,9.7,8,1,0,1,1,0,2015-12-31
nba-ian-clark,4.7,0,1,0,3,1,0,2016-01-02
nba-ian-clark,3.0,3,0,0,0,0,0,2016-01-04
nba-ian-clark,20.1,15,3,0,1,0,0,2016-01-05
nba-ian-clark,-1.0,0,0,0,0,1,0,2016-01-08
nba-ian-clark,5.0,2,0,0,2,0,0,2016-01-09
nba-ian-clark,8.7,6,1,0,1,0,0,2016-01-11
nba-ian-clark,2.0,2,0,0,0,0,0,2016-01-13
nba-ian-clark,6.2,5,1,0,0,0,0,2016-01-14
nba-ian-clark,21.0,21,0,1,0,2,0,2016-01-16
nba-ian-clark,5.0,2,0,0,2,0,0,2016-01-18
nba-ian-clark,2.0,0,0,1,0,0,0,2016-01-20
nba-ian-clark,8.4,2,2,1,2,1,0,2016-01-25
nba-ian-clark,13.8,6,4,0,2,2,1,2016-01-27
nba-ian-clark,18.6,12,3,0,2,0,0,2016-01-30
nba-ian-clark,2.0,2,0,0,0,0,0,2016-01-31
nba-ian-clark,0.0,0,0,0,0,0,0,2016-02-03
nba-ian-clark,7.9,0,2,2,1,0,0,2016-02-09
nba-ian-clark,2.7,2,1,0,1,2,0,2016-02-10
nba-ian-clark,11.4,6,2,0,2,0,0,2016-02-20
nba-ian-clark,14.7,15,1,0,1,3,0,2016-02-22
nba-ian-clark,0.7,0,1,0,1,2,0,2016-02-24
nba-ian-clark,1.2,0,1,0,0,0,0,2016-02-25
nba-ian-clark,-0.8,0,1,0,0,2,0,2016-02-27
nba-ian-clark,2.7,0,1,0,1,0,0,2016-03-01
nba-ian-clark,4.7,2,1,0,1,0,0,2016-03-03
nba-ian-clark,3.4,2,2,0,0,1,0,2016-03-06
nba-ian-clark,12.4,7,2,1,2,2,0,2016-03-07
nba-ian-clark,8.8,4,4,0,0,0,0,2016-03-09
nba-ian-clark,7.7,4,1,0,1,1,1,2016-03-11
nba-ian-clark,5.0,2,0,0,2,0,0,2016-03-14
nba-ian-clark,22.8,12,4,2,0,0,1,2016-03-18
nba-ian-clark,11.4,6,2,1,2,2,0,2016-03-19
nba-ian-clark,9.2,4,1,1,2,1,0,2016-03-21
nba-ian-clark,24.8,3,4,1,6,2,4,2016-03-23
nba-ian-clark,8.7,5,1,0,1,1,1,2016-03-25
nba-ian-clark,1.5,0,0,0,1,0,0,2016-03-27
nba-ian-clark,15.2,12,1,0,0,0,1,2016-03-29
nba-ian-clark,0.0,0,0,0,0,0,0,2016-04-01
nba-ian-clark,2.0,0,0,1,0,0,0,2016-04-03
nba-ian-clark,7.0,4,0,1,2,2,0,2016-04-07
nba-ian-clark,8.6,6,3,0,0,1,0,2016-04-09
nba-ian-clark,9.7,3,1,1,3,1,0,2016-04-10
nba-ian-clark,1.2,0,1,0,0,0,0,current
nba-amar-e-stoudemire,8.9,0,2,0,1,1,3,2015-10-30
nba-amar-e-stoudemire,4.4,2,2,0,0,0,0,2015-11-01
nba-amar-e-stoudemire,12.0,8,5,0,0,2,0,2015-11-06
nba-amar-e-stoudemire,29.8,16,9,0,0,1,2,2015-11-08
nba-amar-e-stoudemire,5.4,1,2,0,0,0,1,2015-12-14
nba-amar-e-stoudemire,21.5,6,5,0,1,0,4,2015-12-18
nba-amar-e-stoudemire,5.6,2,3,0,0,0,0,2015-12-20
nba-amar-e-stoudemire,11.0,4,5,1,0,1,0,2015-12-22
nba-amar-e-stoudemire,7.1,2,3,0,1,0,0,2015-12-25
nba-amar-e-stoudemire,15.6,7,3,3,0,1,0,2015-12-26
nba-amar-e-stoudemire,7.8,4,4,0,0,1,0,2015-12-28
nba-amar-e-stoudemire,25.6,12,8,0,0,0,2,2015-12-29
nba-amar-e-stoudemire,12.2,2,6,0,0,1,2,2016-01-01
nba-amar-e-stoudemire,13.6,6,3,0,2,1,1,2016-01-03
nba-amar-e-stoudemire,10.1,5,3,0,1,0,0,2016-01-04
nba-amar-e-stoudemire,11.8,8,4,0,0,1,0,2016-01-06
nba-amar-e-stoudemire,24.5,14,10,0,1,3,0,2016-01-08
nba-amar-e-stoudemire,20.4,8,7,0,2,1,1,2016-01-09
nba-amar-e-stoudemire,11.7,10,1,0,1,1,0,2016-01-15
nba-amar-e-stoudemire,6.0,6,0,0,0,0,0,2016-01-17
nba-amar-e-stoudemire,17.2,4,6,0,2,1,2,2016-01-19
nba-amar-e-stoudemire,11.0,2,5,1,0,1,1,2016-01-20
nba-amar-e-stoudemire,7.9,2,2,1,1,2,1,2016-01-22
nba-amar-e-stoudemire,19.6,10,3,3,0,0,0,2016-01-25
nba-amar-e-stoudemire,13.7,6,1,0,1,1,3,2016-01-26
nba-amar-e-stoudemire,9.6,6,3,0,0,0,0,2016-01-29
nba-amar-e-stoudemire,9.8,2,4,0,0,1,2,2016-01-31
nba-amar-e-stoudemire,2.9,0,2,0,1,1,0,2016-02-02
nba-amar-e-stoudemire,22.3,7,4,0,1,1,5,2016-02-05
nba-amar-e-stoudemire,2.4,0,2,0,0,0,0,2016-02-07
nba-amar-e-stoudemire,10.6,11,3,0,0,4,0,2016-02-09
nba-amar-e-stoudemire,4.5,4,0,0,1,1,0,2016-02-20
nba-amar-e-stoudemire,9.6,4,3,0,0,0,1,2016-02-22
nba-amar-e-stoudemire,16.9,4,7,2,1,1,0,2016-02-24
nba-amar-e-stoudemire,14.0,6,5,0,0,0,1,2016-02-27
nba-amar-e-stoudemire,7.8,4,4,0,0,1,0,2016-02-28
nba-amar-e-stoudemire,13.5,8,5,0,1,2,0,2016-03-03
nba-amar-e-stoudemire,8.4,6,2,0,0,0,0,2016-03-04
nba-amar-e-stoudemire,19.8,12,4,1,0,1,1,2016-03-06
nba-amar-e-stoudemire,33.4,13,12,3,0,2,1,2016-03-11
nba-amar-e-stoudemire,12.1,2,8,0,1,1,0,2016-03-12
nba-amar-e-stoudemire,3.2,2,1,1,0,2,0,2016-03-17
nba-amar-e-stoudemire,10.1,4,3,1,1,1,0,2016-03-19
nba-amar-e-stoudemire,5.0,6,0,0,0,1,0,2016-03-22
nba-amar-e-stoudemire,8.5,4,5,0,1,3,0,2016-03-23
nba-amar-e-stoudemire,5.2,4,1,0,0,0,0,2016-03-28
nba-amar-e-stoudemire,13.7,6,6,0,1,1,0,2016-03-30
nba-amar-e-stoudemire,17.0,7,5,0,0,0,2,2016-04-01
nba-amar-e-stoudemire,21.0,13,5,1,0,0,0,2016-04-05
nba-amar-e-stoudemire,18.6,2,8,0,2,0,2,2016-04-07
nba-amar-e-stoudemire,22.8,8,9,0,0,2,3,2016-04-12
nba-amar-e-stoudemire,26.0,8,10,1,2,1,1,2016-04-13
nba-amar-e-stoudemire,4.6,2,3,0,0,1,0,current
nba-leandro-barbosa,7.9,5,2,0,1,1,0,2015-10-27
nba-leandro-barbosa,18.0,13,0,1,2,0,0,2015-10-30
nba-leandro-barbosa,14.3,9,4,0,1,1,0,2015-10-31
nba-leandro-barbosa,14.8,7,4,0,2,0,0,2015-11-02
nba-leandro-barbosa,6.4,4,2,0,0,0,0,2015-11-04
nba-leandro-barbosa,10.6,2,3,0,2,0,1,2015-11-06
nba-leandro-barbosa,7.7,6,1,0,1,1,0,2015-11-07
nba-leandro-barbosa,13.9,5,2,3,1,1,0,2015-11-09
nba-leandro-barbosa,11.1,6,3,1,1,2,0,2015-11-11
nba-leandro-barbosa,0.0,2,0,0,0,2,0,2015-11-17
nba-leandro-barbosa,6.4,6,2,0,0,2,0,2015-11-19
nba-leandro-barbosa,16.0,15,0,0,2,2,0,2015-11-20
nba-leandro-barbosa,18.5,10,0,2,3,0,0,2015-11-22
nba-leandro-barbosa,19.2,12,1,2,2,1,0,2015-11-24
nba-leandro-barbosa,26.6,21,3,0,2,3,1,2015-11-27
nba-leandro-barbosa,9.7,5,1,1,1,0,0,2015-11-28
nba-leandro-barbosa,9.7,5,1,0,1,0,1,2015-11-30
nba-leandro-barbosa,10.2,6,1,0,2,0,0,2015-12-02
nba-leandro-barbosa,15.4,5,2,3,2,1,0,2015-12-05
nba-leandro-barbosa,18.3,13,4,0,1,1,0,2015-12-06
nba-leandro-barbosa,18.4,11,2,1,2,0,0,2015-12-08
nba-leandro-barbosa,8.2,4,1,0,2,0,0,2015-12-11
nba-leandro-barbosa,6.1,2,3,0,1,1,0,2015-12-12
nba-leandro-barbosa,10.7,9,1,0,1,1,0,2015-12-16
nba-leandro-barbosa,13.2,13,1,1,0,3,0,2015-12-18
nba-leandro-barbosa,1.0,2,0,0,0,1,0,2015-12-23
nba-leandro-barbosa,9.9,8,2,0,1,2,0,2015-12-25
nba-leandro-barbosa,-1.0,0,0,0,0,1,0,2015-12-28
nba-leandro-barbosa,6.0,4,0,1,0,0,0,2016-01-08
nba-leandro-barbosa,10.7,9,1,0,1,1,0,2016-01-11
nba-leandro-barbosa,15.1,7,3,0,3,0,0,2016-01-13
nba-leandro-barbosa,14.4,10,2,1,0,0,0,2016-01-14
nba-leandro-barbosa,15.9,8,2,2,1,0,0,2016-01-16
nba-leandro-barbosa,4.6,2,3,0,0,1,0,2016-01-18
nba-leandro-barbosa,14.5,4,0,2,3,0,1,2016-01-20
nba-leandro-barbosa,12.9,9,2,0,1,0,0,2016-01-22
nba-leandro-barbosa,13.1,9,3,0,1,1,0,2016-01-25
nba-leandro-barbosa,1.2,0,1,0,0,0,0,2016-01-30
nba-leandro-barbosa,12.2,2,6,2,0,1,0,2016-01-31
nba-leandro-barbosa,9.2,0,6,0,2,3,1,2016-02-03
nba-leandro-barbosa,13.1,6,3,0,3,1,0,2016-02-06
nba-leandro-barbosa,15.2,12,1,0,0,0,1,2016-02-19
nba-leandro-barbosa,5.9,2,2,1,1,2,0,2016-02-20
nba-leandro-barbosa,10.9,8,2,0,1,1,0,2016-02-24
nba-leandro-barbosa,3.2,3,1,0,0,1,0,2016-02-25
nba-leandro-barbosa,8.0,3,0,0,2,0,1,2016-02-27
nba-leandro-barbosa,9.0,4,0,0,4,1,0,2016-03-01
nba-leandro-barbosa,11.2,3,1,2,2,0,0,2016-03-03
nba-leandro-barbosa,21.7,13,1,3,1,0,0,2016-03-06
nba-leandro-barbosa,4.5,3,0,0,1,0,0,2016-03-07
nba-leandro-barbosa,11.2,5,1,0,2,0,1,2016-03-09
nba-leandro-barbosa,13.7,6,1,3,1,1,0,2016-03-11
nba-leandro-barbosa,9.0,9,0,0,0,0,0,2016-03-12
nba-leandro-barbosa,5.0,2,0,0,2,0,0,2016-03-14
nba-leandro-barbosa,19.2,8,1,2,4,0,0,2016-03-16
nba-leandro-barbosa,4.0,6,0,0,0,2,0,2016-03-18
nba-leandro-barbosa,12.2,7,1,2,0,0,0,2016-03-19
nba-leandro-barbosa,11.2,7,1,2,0,1,0,2016-03-21
nba-leandro-barbosa,19.7,9,6,1,1,0,0,2016-03-25
nba-leandro-barbosa,5.4,2,2,1,0,1,0,2016-03-27
nba-leandro-barbosa,13.7,7,1,1,3,1,0,2016-03-29
nba-leandro-barbosa,9.4,6,2,0,2,2,0,2016-03-30
nba-leandro-barbosa,19.1,11,3,1,1,1,1,2016-04-01
nba-leandro-barbosa,13.7,5,6,0,1,2,1,2016-04-03
nba-leandro-barbosa,3.5,2,0,0,1,0,0,2016-04-05
nba-leandro-barbosa,14.3,4,4,1,3,1,0,2016-04-07
nba-leandro-barbosa,4.2,4,1,0,0,1,0,2016-04-09
nba-leandro-barbosa,9.2,6,1,1,0,0,0,2016-04-13
nba-leandro-barbosa,3.7,2,1,0,1,1,0,current
nba-brian-roberts,6.2,5,1,0,0,0,0,2015-10-30
nba-brian-roberts,9.0,7,0,0,2,1,0,2015-11-03
nba-brian-roberts,4.0,4,0,0,0,0,0,2015-11-05
nba-brian-roberts,2.0,2,0,0,0,0,0,2015-11-13
nba-brian-roberts,14.6,8,3,0,2,0,0,2015-11-15
nba-brian-roberts,18.4,17,2,0,0,1,0,2015-11-18
nba-brian-roberts,10.4,8,2,0,0,0,0,2015-11-23
nba-brian-roberts,12.0,9,0,0,2,0,0,2015-11-27
nba-brian-roberts,5.5,2,0,1,3,3,0,2015-11-29
nba-brian-roberts,13.7,8,1,0,3,0,0,2015-12-02
nba-brian-roberts,1.5,0,0,0,1,0,0,2015-12-05
nba-brian-roberts,7.0,7,0,0,0,0,0,2015-12-11
nba-brian-roberts,1.5,0,0,0,1,0,0,2015-12-12
nba-brian-roberts,4.2,0,1,0,2,0,0,2015-12-16
nba-brian-roberts,2.7,0,1,0,1,0,0,2015-12-17
nba-brian-roberts,5.7,2,1,1,1,1,0,2015-12-19
nba-brian-roberts,2.0,2,0,0,0,0,0,2015-12-21
nba-brian-roberts,2.7,0,1,0,1,0,0,2015-12-23
nba-brian-roberts,13.9,11,2,0,1,1,0,2015-12-30
nba-brian-roberts,5.5,4,0,0,1,0,0,2016-01-01
nba-brian-roberts,7.7,5,1,0,1,0,0,2016-01-02
nba-brian-roberts,9.2,0,1,0,4,0,1,2016-01-04
nba-brian-roberts,10.9,5,2,0,1,0,1,2016-01-06
nba-brian-roberts,1.5,0,0,0,1,0,0,2016-01-13
nba-brian-roberts,0.0,0,0,0,0,0,0,2016-01-15
nba-brian-roberts,0.0,0,0,0,0,0,0,2016-01-20
nba-brian-roberts,5.0,3,0,0,2,1,0,2016-01-23
nba-brian-roberts,14.7,13,1,0,1,1,0,2016-01-25
nba-brian-roberts,5.5,4,0,0,1,0,0,2016-01-27
nba-brian-roberts,1.0,1,0,0,0,0,0,2016-01-29
nba-brian-roberts,5.7,4,1,0,1,1,0,2016-02-03
nba-brian-roberts,15.2,11,1,0,2,0,0,2016-02-05
nba-brian-roberts,8.7,4,1,0,3,1,0,2016-02-08
nba-brian-roberts,10.1,7,3,0,1,2,0,2016-02-10
nba-brian-roberts,0.0,0,0,0,0,0,0,2016-02-19
nba-brian-roberts,1.2,0,1,0,0,0,0,2016-02-23
nba-brian-roberts,-1.0,2,0,0,0,3,0,2016-02-28
nba-brian-roberts,1.0,2,0,0,0,1,0,2016-03-01
nba-brian-roberts,12.7,9,1,1,1,1,0,2016-03-06
nba-brian-roberts,1.2,0,1,0,0,0,0,2016-03-12
nba-brian-roberts,0.0,0,0,0,0,0,0,2016-03-17
nba-brian-roberts,1.0,1,0,0,0,0,0,2016-03-18
nba-brian-roberts,23.7,5,6,2,5,0,0,2016-03-23
nba-brian-roberts,6.5,2,0,0,3,0,0,2016-03-24
nba-brian-roberts,10.0,4,0,2,2,1,0,2016-03-26
nba-brian-roberts,1.2,3,1,0,0,3,0,2016-03-28
nba-brian-roberts,6.7,2,1,1,1,0,0,2016-03-31
nba-brian-roberts,1.2,0,1,0,0,0,0,2016-04-02
nba-brian-roberts,18.7,14,1,1,1,0,0,2016-04-03
nba-brian-roberts,4.2,4,1,0,0,1,0,2016-04-06
nba-brian-roberts,10.2,4,1,1,2,0,0,2016-04-09
nba-brian-roberts,1.2,0,1,0,0,0,0,current
nba-demar-derozan,41.4,23,7,2,6,3,0,2015-10-28
nba-demar-derozan,24.8,18,4,1,2,3,0,2015-10-30
nba-demar-derozan,32.4,24,2,0,4,0,0,2015-11-01
nba-demar-derozan,36.6,22,3,1,8,3,0,2015-11-03
nba-demar-derozan,25.1,16,3,0,5,2,0,2015-11-04
nba-demar-derozan,42.0,25,5,2,6,2,0,2015-11-06
nba-demar-derozan,39.5,28,5,0,3,1,1,2015-11-08
nba-demar-derozan,36.3,25,4,1,5,3,0,2015-11-10
nba-demar-derozan,36.4,23,7,0,2,2,2,2015-11-11
nba-demar-derozan,43.8,31,4,2,4,2,0,2015-11-13
nba-demar-derozan,21.8,14,4,0,2,0,0,2015-11-15
nba-demar-derozan,38.6,25,8,1,2,1,0,2015-11-17
nba-demar-derozan,46.6,34,3,1,6,2,0,2015-11-18
nba-demar-derozan,29.0,16,5,0,6,2,0,2015-11-20
nba-demar-derozan,34.6,25,3,4,2,5,0,2015-11-22
nba-demar-derozan,25.5,23,0,1,1,1,0,2015-11-25
nba-demar-derozan,24.2,15,1,1,4,2,1,2015-11-28
nba-demar-derozan,32.4,17,7,1,6,4,0,2015-11-29
nba-demar-derozan,37.0,31,5,0,0,0,0,2015-12-02
nba-demar-derozan,27.8,16,4,1,4,1,0,2015-12-03
nba-demar-derozan,26.8,20,4,1,2,3,0,2015-12-05
nba-demar-derozan,35.7,19,6,2,7,5,0,2015-12-07
nba-demar-derozan,41.6,19,8,1,8,1,0,2015-12-09
nba-demar-derozan,44.1,29,3,0,7,1,1,2015-12-11
nba-demar-derozan,32.9,19,7,0,5,2,0,2015-12-13
nba-demar-derozan,46.0,26,5,3,6,1,0,2015-12-14
nba-demar-derozan,26.6,14,3,1,6,2,0,2015-12-17
nba-demar-derozan,47.6,35,3,1,4,1,1,2015-12-18
nba-demar-derozan,26.4,10,7,1,6,3,0,2015-12-20
nba-demar-derozan,39.0,29,5,1,2,1,0,2015-12-22
nba-demar-derozan,34.5,23,5,0,5,2,0,2015-12-26
nba-demar-derozan,39.8,28,4,1,6,6,1,2015-12-28
nba-demar-derozan,28.9,19,2,0,5,0,0,2015-12-30
nba-demar-derozan,38.6,29,3,2,4,4,0,2016-01-01
nba-demar-derozan,38.1,27,3,2,1,0,1,2016-01-03
nba-demar-derozan,33.2,24,1,1,4,0,0,2016-01-06
nba-demar-derozan,34.6,27,3,0,4,2,0,2016-01-08
nba-demar-derozan,39.2,27,6,1,4,3,0,2016-01-09
nba-demar-derozan,53.7,34,6,2,5,3,2,2016-01-14
nba-demar-derozan,32.3,22,4,2,3,3,0,2016-01-18
nba-demar-derozan,31.8,28,4,0,4,7,0,2016-01-20
nba-demar-derozan,46.3,30,4,2,5,0,0,2016-01-22
nba-demar-derozan,40.5,28,5,2,3,2,0,2016-01-24
nba-demar-derozan,33.0,18,5,2,4,1,0,2016-01-26
nba-demar-derozan,26.4,21,2,1,2,2,0,2016-01-28
nba-demar-derozan,41.8,30,4,2,4,3,0,2016-01-30
nba-demar-derozan,36.3,20,4,0,7,1,1,2016-02-01
nba-demar-derozan,25.8,17,4,1,4,4,0,2016-02-02
nba-demar-derozan,47.5,34,5,0,5,0,0,2016-02-04
nba-demar-derozan,32.0,30,5,0,0,4,0,2016-02-08
nba-demar-derozan,29.9,22,2,1,3,3,1,2016-02-10
nba-demar-derozan,38.9,28,7,2,1,3,0,2016-02-19
nba-demar-derozan,37.0,27,5,1,2,1,0,2016-02-21
nba-demar-derozan,34.6,22,3,3,2,0,0,2016-02-22
nba-demar-derozan,46.3,31,4,1,5,1,1,2016-02-24
nba-demar-derozan,28.7,21,6,0,3,4,0,2016-02-26
nba-demar-derozan,47.2,33,6,1,4,1,0,2016-02-28
nba-demar-derozan,49.1,35,8,1,1,1,1,2016-03-02
nba-demar-derozan,16.2,6,6,1,2,2,0,2016-03-04
nba-demar-derozan,22.6,20,3,0,2,4,0,2016-03-06
nba-demar-derozan,32.6,20,3,1,4,1,1,2016-03-08
nba-demar-derozan,0.0,0,0,0,0,0,0,2016-03-10
nba-demar-derozan,27.5,21,5,0,3,4,0,2016-03-12
nba-demar-derozan,42.0,29,5,1,4,1,0,2016-03-14
nba-demar-derozan,26.4,19,2,1,4,3,0,2016-03-15
nba-demar-derozan,15.7,16,1,0,3,6,0,2016-03-18
nba-demar-derozan,42.3,24,4,5,5,4,0,2016-03-20
nba-demar-derozan,38.7,15,6,1,11,2,0,2016-03-23
nba-demar-derozan,34.2,13,11,1,4,2,1,2016-03-25
nba-demar-derozan,33.0,20,5,2,2,2,1,2016-03-26
nba-demar-derozan,26.0,18,5,0,2,1,0,2016-03-28
nba-demar-derozan,41.0,28,5,1,6,4,0,2016-03-30
nba-demar-derozan,63.5,38,10,2,7,3,1,2016-04-01
