Player,Score,Points,Rebounds,Steals,Assists,Turnovers,Blocks,Dates
nba-al-farouq-aminu,21.2,8,6,0,4,2,1,2016-03-31
nba-al-farouq-aminu,30.5,11,10,1,5,2,0,2016-04-02
nba-al-farouq-aminu,14.6,10,3,1,0,1,0,2016-04-03
nba-al-farouq-aminu,29.9,16,7,0,5,2,0,2016-04-05
nba-al-farouq-aminu,33.1,16,8,1,1,2,3,2016-04-06
nba-al-farouq-aminu,7.9,2,2,1,1,0,0,2016-04-09
nba-al-farouq-aminu,11.2,3,6,0,0,1,1,2016-04-13
nba-al-farouq-aminu,19.7,10,6,1,1,1,0,current
nba-harrison-barnes,11.1,7,3,0,1,1,0,2015-10-27
nba-harrison-barnes,21.6,6,3,2,4,0,1,2015-10-30
nba-harrison-barnes,22.4,11,7,0,2,0,0,2015-10-31
nba-harrison-barnes,19.4,6,7,1,2,0,0,2015-11-02
nba-harrison-barnes,16.5,10,5,0,1,1,0,2015-11-04
nba-harrison-barnes,33.0,20,5,1,2,0,1,2015-11-06
nba-harrison-barnes,21.7,12,6,1,1,1,0,2015-11-07
nba-harrison-barnes,14.4,12,2,0,2,3,0,2015-11-11
nba-harrison-barnes,23.8,8,9,0,4,1,0,2015-11-12
nba-harrison-barnes,25.0,20,5,0,0,1,0,2015-11-14
nba-harrison-barnes,27.1,18,3,2,1,0,0,2015-11-17
nba-harrison-barnes,10.0,5,5,0,0,1,0,2015-11-19
nba-harrison-barnes,17.1,12,3,1,1,2,0,2015-11-20
nba-harrison-barnes,23.3,14,4,1,1,1,1,2015-11-22
nba-harrison-barnes,16.7,8,6,0,1,2,1,2015-11-24
nba-harrison-barnes,18.4,7,7,2,0,1,0,2015-11-27
nba-harrison-barnes,18.6,8,3,1,4,1,0,2016-01-02
nba-harrison-barnes,30.6,14,8,1,4,1,0,2016-01-04
nba-harrison-barnes,21.4,11,7,0,2,1,0,2016-01-05
nba-harrison-barnes,13.9,8,2,1,1,0,0,2016-01-08
nba-harrison-barnes,24.3,8,9,1,3,1,0,2016-01-09
nba-harrison-barnes,25.4,13,2,2,4,0,0,2016-01-11
nba-harrison-barnes,25.5,18,5,0,1,0,0,2016-01-13
nba-harrison-barnes,29.1,21,8,0,1,3,0,2016-01-14
nba-harrison-barnes,12.4,12,2,0,0,2,0,2016-01-16
nba-harrison-barnes,23.8,19,4,0,0,0,0,2016-01-18
nba-harrison-barnes,28.2,12,6,2,2,0,1,2016-01-20
nba-harrison-barnes,18.2,7,6,0,2,1,1,2016-01-22
nba-harrison-barnes,17.9,8,2,2,3,1,0,2016-01-25
nba-harrison-barnes,24.2,11,6,2,2,1,0,2016-01-27
nba-harrison-barnes,23.1,19,3,0,1,1,0,2016-01-30
nba-harrison-barnes,28.8,14,9,1,2,1,0,2016-01-31
nba-harrison-barnes,21.0,12,5,0,2,0,0,2016-02-03
nba-harrison-barnes,29.7,15,11,0,1,0,0,2016-02-06
nba-harrison-barnes,29.9,21,7,0,1,1,0,2016-02-09
nba-harrison-barnes,14.3,10,4,0,1,2,0,2016-02-10
nba-harrison-barnes,10.7,6,1,0,1,0,1,2016-02-19
nba-harrison-barnes,13.1,5,3,0,3,0,0,2016-02-20
nba-harrison-barnes,25.7,6,11,0,5,1,0,2016-02-22
nba-harrison-barnes,21.3,14,4,1,1,1,0,2016-02-24
nba-harrison-barnes,14.6,9,3,0,2,1,0,2016-02-25
nba-harrison-barnes,30.5,21,5,1,1,0,0,2016-02-27
nba-harrison-barnes,17.6,13,3,1,0,1,0,2016-03-01
nba-harrison-barnes,22.6,12,8,0,2,2,0,2016-03-03
nba-harrison-barnes,10.9,8,2,0,1,1,0,2016-03-06
nba-harrison-barnes,33.3,20,9,1,1,1,0,2016-03-07
nba-harrison-barnes,22.2,11,6,0,2,1,1,2016-03-09
nba-harrison-barnes,13.3,7,4,0,1,0,0,2016-03-11
nba-harrison-barnes,32.3,17,9,0,3,2,1,2016-03-12
nba-harrison-barnes,14.2,8,1,0,2,0,1,2016-03-14
nba-harrison-barnes,29.4,19,7,0,2,1,0,2016-03-16
nba-harrison-barnes,11.6,5,3,0,2,0,0,2016-03-18
nba-harrison-barnes,16.0,10,5,0,0,0,0,2016-03-19
nba-harrison-barnes,14.9,10,2,1,1,1,0,2016-03-21
nba-harrison-barnes,20.4,13,2,1,2,0,0,2016-03-23
nba-harrison-barnes,19.5,11,5,1,1,1,0,2016-03-25
nba-harrison-barnes,17.9,14,2,0,1,0,0,2016-03-27
nba-harrison-barnes,30.6,17,3,3,4,2,0,2016-03-29
nba-harrison-barnes,14.7,4,6,0,3,1,0,2016-03-30
nba-harrison-barnes,13.5,7,0,1,3,0,0,2016-04-01
nba-harrison-barnes,21.7,15,6,0,1,2,0,2016-04-03
nba-harrison-barnes,15.7,8,6,0,1,1,0,2016-04-05
nba-harrison-barnes,34.3,19,4,3,3,2,1,2016-04-07
nba-harrison-barnes,23.1,10,8,2,1,2,0,2016-04-09
nba-harrison-barnes,6.2,4,1,0,2,2,0,2016-04-10
nba-harrison-barnes,30.9,14,7,1,5,1,0,2016-04-13
nba-harrison-barnes,10.9,8,2,0,1,1,0,current
nba-anderson-varejao,7.4,3,2,1,0,0,0,2015-10-27
nba-anderson-varejao,0.0,0,0,0,0,0,0,2015-10-28
nba-anderson-varejao,12.0,4,5,0,2,1,0,2015-11-02
nba-anderson-varejao,3.2,0,1,1,0,0,0,2015-11-10
nba-anderson-varejao,12.9,9,2,0,1,0,0,2015-11-13
nba-anderson-varejao,2.4,0,2,0,0,0,0,2015-11-14
nba-anderson-varejao,3.4,0,2,0,0,1,1,2015-11-17
nba-anderson-varejao,0.0,1,0,0,0,1,0,2015-11-19
nba-anderson-varejao,6.4,2,2,0,0,0,1,2015-11-21
nba-anderson-varejao,10.1,5,3,0,1,0,0,2015-11-23
nba-anderson-varejao,2.0,2,0,0,0,0,0,2015-11-27
nba-anderson-varejao,5.9,2,2,0,1,0,0,2015-11-28
nba-anderson-varejao,11.4,4,2,1,2,0,0,2015-12-01
nba-anderson-varejao,2.0,2,0,0,0,0,0,2015-12-05
nba-anderson-varejao,6.4,4,2,0,0,0,0,2015-12-11
nba-anderson-varejao,5.2,2,1,0,0,0,1,2015-12-17
nba-anderson-varejao,15.3,5,4,1,3,1,0,2015-12-20
nba-anderson-varejao,12.7,4,6,0,1,0,0,2015-12-25
nba-anderson-varejao,3.6,0,3,0,0,0,0,2015-12-26
nba-anderson-varejao,9.4,3,2,2,0,0,0,2015-12-28
nba-anderson-varejao,9.9,2,2,0,1,0,2,2016-01-02
nba-anderson-varejao,2.7,0,1,0,1,0,0,2016-01-04
nba-anderson-varejao,3.4,1,2,0,0,0,0,2016-01-06
nba-anderson-varejao,11.4,6,2,0,2,0,0,2016-01-08
nba-anderson-varejao,8.1,1,3,0,1,0,1,2016-01-10
nba-anderson-varejao,7.1,0,3,1,1,0,0,2016-01-12
nba-anderson-varejao,16.5,5,5,1,3,1,0,2016-01-14
nba-anderson-varejao,2.6,0,3,0,0,1,0,2016-01-15
nba-anderson-varejao,9.5,4,5,0,1,2,0,2016-01-20
nba-anderson-varejao,0.0,0,0,0,0,0,0,2016-01-21
nba-anderson-varejao,3.0,2,0,1,0,1,0,2016-01-25
nba-anderson-varejao,10.1,4,3,1,1,1,0,2016-01-27
nba-anderson-varejao,11.6,2,8,0,0,0,0,2016-01-30
nba-anderson-varejao,2.7,0,1,0,1,0,0,2016-02-01
nba-anderson-varejao,25.5,2,10,2,3,1,2,2016-02-03
nba-anderson-varejao,10.6,6,3,1,0,1,0,2016-02-05
nba-anderson-varejao,5.1,0,3,0,1,0,0,2016-02-06
nba-anderson-varejao,11.0,4,0,0,2,0,2,2016-02-10
nba-anderson-varejao,13.2,8,6,0,0,2,0,2016-02-24
nba-anderson-varejao,6.0,0,5,0,0,0,0,2016-02-25
nba-anderson-varejao,3.4,0,2,1,0,1,0,2016-02-27
nba-anderson-varejao,4.7,2,1,0,1,0,0,2016-03-01
nba-anderson-varejao,4.7,2,1,0,1,0,0,2016-03-03
nba-anderson-varejao,6.4,0,2,0,2,1,1,2016-03-06
nba-anderson-varejao,13.6,4,8,0,0,0,0,2016-03-07
nba-anderson-varejao,5.5,5,0,0,1,1,0,2016-03-09
nba-anderson-varejao,11.1,7,3,0,1,1,0,2016-03-11
nba-anderson-varejao,-2.0,0,0,0,0,2,0,2016-03-12
nba-anderson-varejao,9.2,0,6,1,0,0,0,2016-03-29
nba-anderson-varejao,15.0,9,5,1,0,2,0,2016-03-30
nba-anderson-varejao,3.6,0,3,0,0,0,0,2016-04-03
nba-anderson-varejao,12.1,7,3,0,1,0,0,2016-04-05
nba-anderson-varejao,5.4,3,2,0,0,0,0,2016-04-13
nba-anderson-varejao,3.6,0,3,0,0,0,0,current
nba-luis-scola,21.3,9,9,1,1,2,0,2015-10-28
nba-luis-scola,18.5,11,5,0,1,2,1,2015-10-30
nba-luis-scola,37.0,22,5,2,2,0,1,2015-11-01
nba-luis-scola,36.2,17,11,0,2,1,2,2015-11-03
nba-luis-scola,17.8,10,4,0,2,0,0,2015-11-04
nba-luis-scola,7.6,0,8,1,0,4,0,2015-11-06
nba-luis-scola,13.9,9,2,1,1,1,0,2015-11-08
nba-luis-scola,32.1,20,8,1,1,1,0,2015-11-10
nba-luis-scola,20.2,7,6,1,4,2,0,2015-11-11
nba-luis-scola,10.4,6,2,1,0,0,0,2015-11-13
nba-luis-scola,31.5,21,5,1,1,1,1,2015-11-15
nba-luis-scola,30.0,22,5,2,0,2,0,2015-11-17
nba-luis-scola,24.0,18,5,0,0,0,0,2015-11-18
nba-luis-scola,6.2,2,1,1,2,2,0,2015-11-20
nba-luis-scola,15.8,5,9,0,0,0,0,2015-11-25
nba-luis-scola,18.9,7,7,0,1,0,1,2015-11-28
nba-luis-scola,7.9,3,2,0,1,1,1,2015-11-29
nba-luis-scola,19.2,4,6,1,4,0,0,2015-12-02
nba-luis-scola,4.8,2,4,0,0,2,0,2015-12-03
nba-luis-scola,38.9,19,12,2,1,0,0,2015-12-05
nba-luis-scola,25.6,21,3,1,0,1,0,2015-12-07
nba-luis-scola,28.6,13,8,0,2,1,2,2015-12-09
nba-luis-scola,15.3,9,4,0,1,0,0,2015-12-11
nba-luis-scola,6.4,2,2,1,0,2,1,2015-12-13
nba-luis-scola,29.5,22,5,0,1,0,0,2015-12-17
nba-luis-scola,13.6,8,3,1,0,0,0,2015-12-18
nba-luis-scola,19.3,12,4,0,1,1,1,2015-12-20
nba-luis-scola,22.9,11,7,1,1,0,0,2015-12-22
nba-luis-scola,20.7,12,6,0,1,0,0,2015-12-26
nba-luis-scola,27.1,16,8,1,1,2,0,2015-12-28
nba-luis-scola,8.9,0,2,2,1,1,1,2015-12-30
nba-luis-scola,15.2,10,1,2,2,3,0,2016-01-01
nba-luis-scola,24.6,12,8,0,2,2,1,2016-01-03
nba-luis-scola,5.4,0,2,0,2,0,0,2016-01-04
nba-luis-scola,11.4,5,2,1,0,0,1,2016-01-06
nba-luis-scola,13.9,4,7,0,1,0,0,2016-01-14
nba-luis-scola,10.0,2,5,0,0,0,1,2016-01-18
nba-luis-scola,27.8,15,9,1,0,2,1,2016-01-20
nba-luis-scola,8.8,4,4,0,0,0,0,2016-01-22
nba-luis-scola,11.5,2,5,1,1,0,0,2016-01-24
nba-luis-scola,23.5,16,5,1,1,2,0,2016-01-26
nba-luis-scola,11.9,9,2,0,1,3,1,2016-01-28
nba-luis-scola,27.1,20,3,0,1,0,1,2016-01-30
nba-luis-scola,2.2,1,1,0,0,0,0,2016-02-01
nba-luis-scola,19.6,8,8,1,0,0,0,2016-02-02
nba-luis-scola,12.7,8,1,1,1,0,0,2016-02-04
nba-luis-scola,22.4,10,12,0,0,2,0,2016-02-08
nba-luis-scola,10.7,7,1,1,1,3,1,2016-02-10
nba-luis-scola,7.2,2,6,0,0,2,0,2016-02-19
nba-luis-scola,9.6,4,3,0,0,0,1,2016-02-21
nba-luis-scola,17.9,4,7,1,3,1,0,2016-02-22
nba-luis-scola,10.5,2,5,0,1,1,1,2016-02-24
nba-luis-scola,29.1,20,8,0,1,2,0,2016-02-26
nba-luis-scola,17.2,12,1,1,2,1,0,2016-02-28
nba-luis-scola,16.0,11,5,0,0,1,0,2016-03-02
nba-luis-scola,4.9,2,2,0,1,1,0,2016-03-04
nba-luis-scola,11.2,6,6,0,0,2,0,2016-03-06
nba-luis-scola,25.4,15,7,1,0,0,0,2016-03-08
nba-luis-scola,0.0,0,0,0,0,0,0,2016-03-10
nba-luis-scola,10.4,7,2,1,0,1,0,2016-03-12
nba-luis-scola,18.5,6,5,0,3,0,1,2016-03-14
nba-luis-scola,10.9,6,2,0,1,1,1,2016-03-15
nba-luis-scola,17.4,7,7,0,2,1,0,2016-03-17
nba-luis-scola,14.3,7,4,0,1,1,1,2016-03-18
nba-luis-scola,9.8,3,4,1,0,0,0,2016-03-20
nba-luis-scola,12.6,9,3,0,0,0,0,2016-03-23
nba-luis-scola,23.4,11,2,3,0,0,2,2016-03-25
nba-luis-scola,14.0,4,5,2,0,0,0,2016-03-26
nba-luis-scola,10.5,0,5,1,1,1,1,2016-03-28
nba-luis-scola,12.0,6,5,1,0,2,0,2016-03-30
nba-luis-scola,8.0,4,0,1,2,1,0,2016-04-01
nba-luis-scola,15.3,7,4,1,1,0,0,2016-04-02
nba-luis-scola,19.8,8,9,1,0,1,0,2016-04-05
nba-luis-scola,2.2,0,1,1,0,1,0,2016-04-07
nba-luis-scola,16.9,6,7,0,1,1,1,2016-04-08
nba-luis-scola,22.6,17,3,1,0,0,0,2016-04-10
nba-luis-scola,6.2,5,1,0,0,0,0,2016-04-12
nba-luis-scola,4.4,2,2,0,0,0,0,current
nba-maurice-harkless,24.3,15,4,2,1,3,1,2015-10-28
nba-maurice-harkless,9.6,4,3,0,0,0,1,2015-10-30
nba-maurice-harkless,15.1,8,3,1,1,0,0,2015-11-02
nba-maurice-harkless,13.7,5,1,2,1,0,1,2015-11-04
nba-maurice-harkless,14.5,5,5,2,1,2,0,2015-11-05
nba-maurice-harkless,17.5,9,5,0,1,1,1,2015-11-08
nba-maurice-harkless,30.1,16,8,1,1,1,1,2015-11-09
nba-maurice-harkless,34.0,14,5,4,2,1,2,2015-11-11
nba-maurice-harkless,9.9,0,2,2,1,0,1,2015-11-13
nba-maurice-harkless,3.2,2,1,0,0,0,0,2015-11-15
nba-maurice-harkless,0.2,0,1,0,0,1,0,2015-11-16
nba-maurice-harkless,19.6,12,3,0,2,1,1,2015-11-18
nba-maurice-harkless,2.2,1,1,0,0,0,0,2015-11-20
nba-maurice-harkless,25.5,9,10,1,1,1,1,2015-11-22
nba-maurice-harkless,28.7,14,6,2,1,0,1,2015-11-24
nba-maurice-harkless,10.2,2,6,1,0,1,0,2015-11-28
nba-maurice-harkless,2.0,2,0,0,0,0,0,2015-11-30
nba-maurice-harkless,2.0,2,0,0,0,0,0,2015-12-01
nba-maurice-harkless,1.2,0,1,0,0,0,0,2015-12-03
nba-maurice-harkless,6.4,5,2,0,0,1,0,2015-12-05
nba-maurice-harkless,11.4,10,2,0,0,1,0,2015-12-07
nba-maurice-harkless,1.7,0,1,0,1,1,0,2015-12-08
nba-maurice-harkless,1.2,0,1,0,0,0,0,2015-12-11
nba-maurice-harkless,11.3,5,4,0,1,0,0,2015-12-12
nba-maurice-harkless,9.4,4,2,0,2,0,0,2015-12-16
nba-maurice-harkless,3.4,2,2,0,0,1,0,2015-12-18
nba-maurice-harkless,13.8,8,4,0,0,1,1,2015-12-20
nba-maurice-harkless,7.4,4,2,1,0,1,0,2015-12-21
nba-maurice-harkless,8.7,2,1,1,1,2,2,2015-12-23
nba-maurice-harkless,6.2,5,1,0,0,0,0,2015-12-26
nba-maurice-harkless,11.0,3,5,1,2,3,0,2015-12-27
nba-maurice-harkless,40.1,19,13,2,1,0,0,2015-12-30
nba-maurice-harkless,12.9,2,2,1,3,0,1,2015-12-31
nba-maurice-harkless,8.3,2,4,0,1,0,0,2016-01-03
nba-maurice-harkless,9.9,2,7,0,1,2,0,2016-01-04
nba-maurice-harkless,31.0,15,10,0,0,2,3,2016-01-06
nba-maurice-harkless,8.0,5,0,0,2,0,0,2016-01-08
nba-maurice-harkless,12.6,7,3,1,0,0,0,2016-01-10
nba-maurice-harkless,1.5,0,0,0,1,0,0,2016-01-13
nba-maurice-harkless,2.4,0,2,0,0,0,0,2016-01-15
nba-maurice-harkless,19.1,14,3,1,1,2,0,2016-01-16
nba-maurice-harkless,9.9,4,2,1,1,0,0,2016-01-18
nba-maurice-harkless,25.8,14,4,1,2,0,1,2016-01-20
nba-maurice-harkless,28.9,17,7,1,1,0,0,2016-01-23
nba-maurice-harkless,2.4,0,2,1,0,2,0,2016-01-26
nba-maurice-harkless,9.1,6,3,0,1,2,0,2016-01-29
nba-maurice-harkless,13.6,8,3,1,0,0,0,2016-01-31
nba-maurice-harkless,6.7,2,1,1,1,2,1,2016-02-02
nba-maurice-harkless,4.7,2,1,0,1,0,0,2016-02-04
nba-maurice-harkless,12.4,5,7,0,0,1,0,2016-02-06
nba-maurice-harkless,12.7,11,1,0,1,3,1,2016-02-08
nba-maurice-harkless,30.7,13,6,3,1,1,2,2016-02-10
nba-maurice-harkless,15.4,11,2,0,2,1,0,2016-02-19
nba-maurice-harkless,22.1,10,8,0,1,1,1,2016-02-23
nba-maurice-harkless,17.8,10,4,1,0,1,1,2016-02-25
nba-maurice-harkless,17.1,3,8,2,3,4,0,2016-02-27
nba-maurice-harkless,5.3,0,4,0,1,1,0,2016-02-28
nba-maurice-harkless,24.3,14,4,1,1,0,1,2016-03-01
nba-maurice-harkless,10.8,7,4,0,0,1,0,2016-03-02
nba-maurice-harkless,9.7,4,1,0,1,1,2,2016-03-04
nba-maurice-harkless,13.9,6,2,1,1,0,1,2016-03-06
nba-maurice-harkless,11.1,5,3,0,1,1,1,2016-03-08
nba-maurice-harkless,5.7,2,1,0,1,1,1,2016-03-11
nba-maurice-harkless,11.7,7,1,1,1,0,0,2016-03-12
nba-maurice-harkless,1.0,2,0,0,0,1,0,2016-03-14
nba-maurice-harkless,29.0,15,10,1,0,0,0,2016-03-17
nba-maurice-harkless,1.2,1,1,0,0,1,0,2016-03-20
nba-maurice-harkless,4.6,1,3,0,0,0,0,2016-03-23
nba-maurice-harkless,20.1,7,8,0,3,1,0,2016-03-24
nba-maurice-harkless,18.5,12,5,0,1,1,0,2016-03-26
nba-maurice-harkless,44.2,20,16,2,2,2,0,2016-03-28
nba-maurice-harkless,8.7,2,1,1,1,0,1,2016-03-31
nba-maurice-harkless,19.6,10,3,0,4,0,0,2016-04-02
nba-maurice-harkless,11.7,3,1,1,1,0,2,2016-04-03
nba-maurice-harkless,13.8,7,4,2,0,2,0,2016-04-05
nba-maurice-harkless,14.1,10,3,0,1,1,0,2016-04-06
nba-maurice-harkless,5.9,2,2,0,1,0,0,2016-04-09
nba-maurice-harkless,26.6,11,8,1,2,1,1,2016-04-13
nba-maurice-harkless,4.7,2,1,0,1,0,0,current
nba-demarre-carroll,30.0,21,5,2,2,4,0,2015-10-28
nba-demarre-carroll,33.4,17,2,6,2,1,0,2015-10-30
nba-demarre-carroll,21.7,9,6,2,1,0,0,2015-11-01
nba-demarre-carroll,36.9,20,7,2,3,0,0,2015-11-03
nba-demarre-carroll,19.2,7,6,2,0,1,1,2015-11-04
nba-demarre-carroll,31.6,14,8,2,4,2,0,2015-11-06
nba-demarre-carroll,16.8,10,4,1,0,0,0,2015-11-13
nba-demarre-carroll,20.5,11,5,1,1,2,1,2015-11-15
nba-demarre-carroll,10.3,4,4,1,1,2,0,2015-11-17
nba-demarre-carroll,26.4,13,7,2,2,2,0,2015-11-20
nba-demarre-carroll,13.6,10,3,0,0,0,0,2015-11-22
nba-demarre-carroll,20.7,10,6,1,1,0,0,2015-11-25
nba-demarre-carroll,16.1,14,3,0,1,3,0,2015-11-28
nba-demarre-carroll,17.4,7,7,0,0,0,1,2015-12-02
nba-demarre-carroll,19.2,8,6,1,2,1,0,2015-12-03
nba-demarre-carroll,12.5,3,5,0,1,0,1,2015-12-05
nba-demarre-carroll,15.2,5,6,3,0,3,0,2015-12-09
nba-demarre-carroll,14.2,5,1,4,0,0,0,2015-12-14
nba-demarre-carroll,22.8,17,4,1,0,1,0,2015-12-17
nba-demarre-carroll,14.4,9,2,0,2,0,0,2015-12-22
nba-demarre-carroll,34.0,21,5,4,0,1,0,2015-12-28
nba-demarre-carroll,19.6,12,3,1,2,3,1,2016-01-03
nba-demarre-carroll,12.9,7,2,1,1,0,0,2016-01-18
nba-demarre-carroll,28.4,13,7,4,0,1,0,2016-01-24
nba-demarre-carroll,20.6,14,3,2,0,1,0,2016-04-07
nba-demarre-carroll,16.5,5,5,1,1,0,1,2016-04-12
nba-demarre-carroll,12.0,5,5,1,0,1,0,current
nba-jonas-valanciunas,19.0,6,10,0,2,2,0,2015-10-28
nba-jonas-valanciunas,32.0,20,10,0,0,4,2,2015-10-30
nba-jonas-valanciunas,25.4,13,12,0,0,4,1,2015-11-01
nba-jonas-valanciunas,34.1,9,13,0,3,1,3,2015-11-03
nba-jonas-valanciunas,22.3,8,9,0,1,0,1,2015-11-04
nba-jonas-valanciunas,39.0,21,15,0,0,2,1,2015-11-06
nba-jonas-valanciunas,46.6,16,18,2,2,0,1,2015-11-08
nba-jonas-valanciunas,22.0,10,10,0,0,0,0,2015-11-10
nba-jonas-valanciunas,25.6,16,8,0,0,4,2,2015-11-11
nba-jonas-valanciunas,21.0,10,10,0,0,1,0,2015-11-13
nba-jonas-valanciunas,27.6,8,13,0,0,0,2,2015-11-15
nba-jonas-valanciunas,38.2,22,11,1,0,3,2,2015-11-17
nba-jonas-valanciunas,37.3,15,9,3,3,1,1,2015-11-18
nba-jonas-valanciunas,26.4,10,12,0,2,1,0,2015-11-20
nba-jonas-valanciunas,26.3,8,9,1,1,2,3,2015-12-28
nba-jonas-valanciunas,25.2,16,6,0,0,2,2,2015-12-30
nba-jonas-valanciunas,21.9,14,7,0,1,2,0,2016-01-01
nba-jonas-valanciunas,23.1,9,8,0,1,1,2,2016-01-03
nba-jonas-valanciunas,24.6,13,8,0,0,0,1,2016-01-04
nba-jonas-valanciunas,21.8,11,9,1,0,2,0,2016-01-06
nba-jonas-valanciunas,31.2,17,11,0,0,1,1,2016-01-08
nba-jonas-valanciunas,29.4,12,12,0,0,3,3,2016-01-09
nba-jonas-valanciunas,30.6,20,8,0,0,1,1,2016-01-14
nba-jonas-valanciunas,31.5,17,10,0,1,1,1,2016-01-18
nba-jonas-valanciunas,35.9,19,12,1,1,1,0,2016-01-20
nba-jonas-valanciunas,30.2,14,11,0,0,1,2,2016-01-22
nba-jonas-valanciunas,30.6,19,8,2,0,2,0,2016-01-24
nba-jonas-valanciunas,47.8,11,14,3,0,0,7,2016-01-26
nba-jonas-valanciunas,30.8,19,9,1,0,3,1,2016-01-28
nba-jonas-valanciunas,33.8,13,9,1,2,1,3,2016-01-30
nba-jonas-valanciunas,11.4,8,2,0,0,1,1,2016-02-01
nba-jonas-valanciunas,28.9,10,12,1,1,1,1,2016-02-02
nba-jonas-valanciunas,17.3,9,4,0,1,2,2,2016-02-04
nba-jonas-valanciunas,19.0,11,5,1,0,0,0,2016-02-10
nba-jonas-valanciunas,26.4,6,12,1,2,1,1,2016-02-19
nba-jonas-valanciunas,22.4,10,7,1,0,2,2,2016-02-21
nba-jonas-valanciunas,16.6,10,3,0,2,0,0,2016-02-22
nba-jonas-valanciunas,35.8,17,9,1,2,1,2,2016-02-24
nba-jonas-valanciunas,10.0,4,5,0,0,0,0,2016-02-26
nba-jonas-valanciunas,25.4,12,7,1,2,2,1,2016-02-28
nba-jonas-valanciunas,20.6,10,8,0,0,1,1,2016-03-02
nba-jonas-valanciunas,34.5,20,10,0,1,1,1,2016-03-04
nba-jonas-valanciunas,26.8,11,9,1,0,1,2,2016-03-06
nba-jonas-valanciunas,19.2,9,11,0,0,3,0,2016-03-08
nba-jonas-valanciunas,30.4,14,7,0,2,1,3,2016-03-10
nba-jonas-valanciunas,29.0,12,10,0,0,1,3,2016-03-12
nba-jonas-valanciunas,21.6,10,8,0,0,0,1,2016-03-14
nba-jonas-valanciunas,34.6,11,18,0,0,0,1,2016-03-15
nba-jonas-valanciunas,30.7,17,11,0,1,1,0,2016-03-18
nba-jonas-valanciunas,26.0,16,10,0,0,2,0,2016-03-20
nba-jonas-valanciunas,25.0,17,5,1,0,0,0,2016-03-23
nba-jonas-valanciunas,21.2,14,6,0,0,0,0,2016-03-25
nba-jonas-valanciunas,19.1,7,3,1,3,6,4,2016-03-26
nba-jonas-valanciunas,40.9,25,12,0,1,2,1,2016-03-28
nba-jonas-valanciunas,28.9,11,12,0,1,0,1,2016-03-30
nba-jonas-valanciunas,31.2,20,6,0,0,2,3,2016-04-02
nba-jonas-valanciunas,8.6,3,3,0,2,1,0,2016-04-05
nba-jonas-valanciunas,16.8,8,9,0,0,2,0,2016-04-08
nba-jonas-valanciunas,31.3,10,9,0,1,1,5,2016-04-10
nba-jonas-valanciunas,12.8,10,4,0,0,4,1,2016-04-12
nba-jonas-valanciunas,19.8,10,9,0,0,1,0,current
nba-andre-iguodala,17.9,7,2,1,3,0,1,2015-10-27
nba-andre-iguodala,27.2,12,6,0,6,1,0,2015-10-30
nba-andre-iguodala,18.3,2,4,1,7,1,0,2015-10-31
nba-andre-iguodala,17.6,7,3,2,2,0,0,2015-11-02
nba-andre-iguodala,24.4,4,7,1,4,0,2,2015-11-04
nba-andre-iguodala,10.4,2,2,1,4,4,1,2015-11-06
nba-andre-iguodala,14.2,0,6,1,2,0,1,2015-11-07
nba-andre-iguodala,16.0,9,5,0,2,2,0,2015-11-09
nba-andre-iguodala,20.2,20,1,0,0,1,0,2015-11-11
nba-andre-iguodala,18.6,8,3,2,2,2,1,2015-11-12
nba-andre-iguodala,5.2,4,1,0,2,3,0,2015-11-14
nba-andre-iguodala,26.3,4,9,4,3,1,0,2015-11-17
nba-andre-iguodala,18.5,5,5,1,5,2,0,2015-11-19
nba-andre-iguodala,18.2,0,6,2,6,2,0,2015-11-20
nba-andre-iguodala,32.2,15,6,2,6,3,0,2015-11-22
nba-andre-iguodala,31.6,20,3,1,4,2,1,2015-11-24
nba-andre-iguodala,24.8,6,9,1,4,0,0,2015-11-27
nba-andre-iguodala,8.5,0,5,1,1,1,0,2015-11-28
nba-andre-iguodala,6.7,2,1,1,1,0,0,2015-11-30
nba-andre-iguodala,10.7,4,1,2,1,0,0,2015-12-02
nba-andre-iguodala,19.6,6,3,2,4,2,1,2015-12-05
nba-andre-iguodala,10.0,5,5,0,0,1,0,2015-12-06
nba-andre-iguodala,16.5,9,5,0,1,0,0,2015-12-11
nba-andre-iguodala,13.1,9,3,0,1,3,1,2015-12-12
nba-andre-iguodala,22.2,12,6,2,0,1,0,2015-12-16
nba-andre-iguodala,23.6,9,3,1,6,0,0,2015-12-18
nba-andre-iguodala,30.1,20,3,0,5,1,0,2015-12-23
nba-andre-iguodala,16.8,8,4,0,4,2,0,2015-12-25
nba-andre-iguodala,18.3,3,4,1,7,2,0,2015-12-28
nba-andre-iguodala,14.3,4,4,1,3,1,0,2015-12-30
nba-andre-iguodala,20.5,12,5,1,1,1,0,2015-12-31
nba-andre-iguodala,20.5,6,5,1,5,1,0,2016-01-02
nba-andre-iguodala,22.9,8,7,1,3,0,0,2016-01-05
nba-andre-iguodala,18.8,6,4,0,6,1,0,2016-01-08
nba-andre-iguodala,13.5,2,5,1,3,1,0,2016-01-09
nba-andre-iguodala,22.0,13,5,1,2,2,0,2016-01-11
nba-andre-iguodala,8.3,2,4,0,3,3,0,2016-01-13
nba-andre-iguodala,10.9,4,2,2,1,1,0,2016-01-14
